amount,hour,isWeekend,daysSinceLastTransaction,merchantCategory,userActivityLevel,amountVelocity,timeOfDayRisk,merchantRiskScore,isRoundAmount,isFraud,fraudPattern,transactionID,userID,merchantID
21.48,14,0,0,3,2,214.79999999999998,1,3,0,False,none,20411,11,M446
75.99,14,0,0,6,1,759.8999999999999,1,1,0,False,none,20412,25,M250
31.91,14,0,0,9,5,319.09999999999997,1,2,0,False,none,20413,4,M646
360.34,14,0,0,4,2,3603.3999999999996,1,1,0,False,none,20414,21,M969
61.36,14,0,0,8,1,613.5999999999999,1,1,0,False,none,20415,5,M653
76.85,14,0,0,3,1,768.4999999999999,1,1,0,False,none,20416,15,M997
89.49,14,0,0,3,3,894.8999999999999,1,1,0,False,none,20417,12,M617
167.07,14,0,0,0,3,1670.6999999999998,1,1,0,False,none,20418,7,M511
22.52,14,0,0,7,2,225.2,1,1,0,False,none,20419,11,M702
197.7,14,0,0,9,1,1976.9999999999998,1,1,0,False,none,20420,10,M681
246.09,14,0,0,6,1,2460.9,1,1,0,False,none,20421,20,M250
1414.2,14,0,0,8,5,14142.0,1,1,0,False,none,20422,19,M487
24.15,14,0,0,6,4,241.49999999999997,1,2,0,False,none,20423,8,M582
15.57,14,0,0,7,4,155.7,1,2,0,False,none,20424,8,M226
257.46,14,0,0,4,3,2574.5999999999995,1,3,0,False,none,20425,7,M739
532.86,14,0,0,4,3,5328.599999999999,1,1,0,False,none,20426,22,M650
25.63,14,0,0,5,5,256.29999999999995,1,1,0,False,none,20427,4,M235
482.1,14,0,0,7,4,4821.0,1,1,0,True,sudden_spike,20428,13,M935
176.83,14,0,0,7,1,1768.3,1,1,0,False,none,20429,10,M947
251.7,14,0,0,8,3,2516.9999999999995,1,1,0,False,none,20430,7,M690
14.95,14,0,0,4,4,149.49999999999997,1,1,0,False,none,20431,8,M376
663.13,14,0,0,5,3,6631.299999999999,1,1,0,False,none,20432,22,M415
22.85,14,0,0,8,4,228.5,1,2,0,False,none,20433,8,M177
74.89,14,0,0,2,1,748.9,1,1,0,False,none,20434,5,M993
96.1,14,0,0,6,1,960.9999999999999,1,1,0,False,none,20435,25,M395
135.12,14,0,0,1,5,1351.2,1,1,0,False,none,20436,14,M498
175.19,14,0,0,2,1,1751.8999999999999,1,3,0,False,none,20437,10,M817
516.78,14,0,0,0,3,5167.799999999999,1,1,0,False,none,20438,2,M728
30.24,14,0,0,9,4,302.4,1,2,0,False,none,20439,3,M357
12.79,14,0,0,6,5,127.89999999999999,1,1,0,False,none,20440,24,M998
62.23,14,0,0,8,1,622.3,1,1,0,False,none,20441,25,M781
944.64,14,0,0,2,5,9446.4,1,1,0,False,none,20442,19,M548
12.8,14,0,0,6,2,128.0,1,1,0,False,none,20443,11,M173
14.01,14,0,0,0,4,140.1,1,1,0,False,none,20444,8,M921
20.54,14,0,0,1,2,205.39999999999998,1,3,0,False,none,20445,11,M503
121.51,14,0,0,7,1,1215.1,1,1,0,False,none,20446,25,M560
72.61,14,0,0,8,4,726.0999999999999,1,1,0,False,none,20447,13,M292
43.55,14,0,0,2,5,435.49999999999994,1,1,0,False,none,20448,24,M610
39.54,14,0,0,4,5,395.4,1,1,0,False,none,20449,24,M881
490.04,14,0,0,9,5,4900.4,1,2,0,False,none,20450,24,M339
17.62,14,0,0,2,4,176.2,1,1,0,False,none,20451,8,M363
58.9,14,0,0,1,5,589.0,1,1,0,False,none,20452,24,M208
26.44,14,0,0,8,5,264.4,1,1,0,False,none,20453,4,M272
30.0,14,0,0,1,1,300.0,1,1,1,False,none,20454,5,M236
82.37,14,0,0,3,1,823.7,1,1,0,False,none,20455,15,M574
64.28,14,0,0,2,3,642.8,1,2,0,False,none,20456,12,M835
11.32,14,0,0,5,4,113.2,1,1,0,False,none,20457,3,M407
77.88,14,0,0,1,3,778.8,1,1,0,False,none,20458,12,M283
211.06,14,0,0,3,3,2110.6,1,1,0,False,none,20459,7,M924
68.58,14,0,0,1,4,685.8,1,1,0,False,none,20460,13,M495
20.14,14,0,0,7,4,201.4,1,2,0,False,none,20461,8,M240
23.0,14,0,0,6,4,230.0,1,1,0,False,none,20462,3,M952
42.0,14,0,0,0,5,420.0,1,3,0,True,duplicate_amount,20463,14,M939
389.88,14,0,0,8,1,3898.7999999999997,1,1,0,False,none,20464,20,M925
5.0,14,0,0,2,1,50.0,1,3,0,False,none,20465,20,M271
113.81,14,0,0,1,1,1138.1,1,1,0,False,none,20466,25,M822
44.28,14,0,0,0,5,442.8,1,1,0,False,none,20467,24,M262
16.87,14,0,0,0,4,168.7,1,1,0,False,none,20468,23,M191
250.0,14,0,0,0,5,2500.0,1,1,1,False,none,20469,9,M795
98.76,14,0,0,8,3,987.6,1,1,0,False,none,20470,12,M112
49.93,14,0,0,3,2,499.29999999999995,1,1,0,False,none,20471,16,M426
26.38,14,0,0,0,2,263.79999999999995,1,1,0,False,none,20472,11,M906
29.48,14,0,0,0,5,294.8,1,1,0,False,none,20473,24,M284
337.01,14,0,0,0,1,3370.1,1,1,0,False,none,20474,20,M238
198.89,14,0,0,6,5,1988.8999999999999,1,1,0,False,none,20475,9,M173
78.49,14,0,0,3,2,784.8999999999999,1,1,0,False,none,20476,6,M711
520.81,14,0,0,6,5,5208.099999999999,1,1,0,False,none,20477,4,M534
99.16,14,0,0,9,1,991.5999999999999,1,1,0,False,none,20478,5,M219
50.39,14,0,0,9,2,503.9,1,2,0,False,none,20479,16,M646
97.0,14,0,0,4,5,970.0,1,1,0,False,none,20480,14,M969
296.64,14,0,0,7,2,2966.3999999999996,1,1,0,False,none,20481,1,M379
222.14,14,0,0,1,2,2221.3999999999996,1,1,0,False,none,20482,21,M126
50.53,14,0,0,1,2,505.3,1,1,0,False,none,20483,16,M773
174.97,14,0,0,4,1,1749.6999999999998,1,1,0,False,none,20484,10,M113
123.68,14,0,0,2,5,1236.8,1,1,0,False,none,20485,14,M597
290.25,14,0,0,7,3,2902.5,1,1,0,False,none,20486,22,M740
94.22,14,0,0,5,3,942.1999999999999,1,2,0,False,none,20487,12,M251
79.4,14,0,0,2,1,794.0,1,1,0,False,none,20488,25,M915
229.35,14,0,0,4,2,2293.5,1,3,0,False,none,20489,1,M431
9.45,14,0,0,4,4,94.49999999999999,1,1,0,False,none,20490,18,M608
600.27,14,0,0,9,3,6002.7,1,1,0,False,none,20491,2,M484
521.63,14,0,0,2,5,5216.299999999999,1,1,0,True,location_jump,20492,14,M915
28.86,14,0,0,0,4,288.59999999999997,1,2,0,False,none,20493,3,M685
321.39,14,0,0,5,3,3213.8999999999996,1,1,0,False,none,20494,7,M235
44.77,14,0,0,6,5,447.7,1,1,0,False,none,20495,24,M252
696.01,14,0,0,2,3,6960.099999999999,1,1,0,False,none,20496,22,M756
97.43,14,0,0,5,1,974.3000000000001,1,1,0,False,none,20497,15,M771
36.6,14,0,0,1,4,366.0,1,1,0,False,none,20498,3,M712
43.79,14,0,0,4,5,437.9,1,1,0,False,none,20499,4,M876
458.41,14,0,0,5,3,4584.1,1,2,0,False,none,20500,2,M251
440.96,14,0,0,1,3,4409.599999999999,1,1,0,False,none,20501,2,M445
275.59,14,0,0,9,1,2755.8999999999996,1,1,0,False,none,20502,20,M334
20.0,14,0,0,7,5,200.0,1,2,1,False,none,20503,9,M171
177.09,14,0,0,2,3,1770.8999999999999,1,1,0,False,none,20504,17,M855
321.8,14,0,0,3,2,3218.0,1,1,0,False,none,20505,21,M981
476.25,14,0,0,7,3,4762.5,1,2,0,False,none,20506,2,M674
433.98,14,0,0,2,3,4339.8,1,1,0,False,none,20507,2,M156
343.25,14,0,0,5,2,3432.5,1,1,0,False,none,20508,21,M920
22.82,14,0,0,3,2,228.2,1,1,0,False,none,20509,11,M377
52.95,14,0,0,6,2,529.5,1,1,0,False,none,20510,16,M201
181.11,14,0,0,0,1,1811.1000000000001,1,1,0,False,none,20511,10,M191
127.68,14,0,0,2,1,1276.8,1,2,0,False,none,20512,15,M705
19.64,14,0,0,2,4,196.4,1,1,0,False,none,20513,23,M165
91.25,14,0,0,0,1,912.5,1,1,0,False,none,20514,5,M343
55.09,14,0,0,6,3,550.9,1,2,0,False,none,20515,12,M840
146.01,14,0,0,5,1,1460.1,1,1,0,False,none,20516,20,M523
44.06,14,0,0,3,5,440.6,1,1,0,False,none,20517,4,M895
49.16,14,0,0,5,2,491.59999999999997,1,1,0,False,none,20518,16,M476
35.27,14,0,0,7,2,352.7,1,1,0,False,none,20519,11,M569
54.01,14,0,0,3,2,540.0999999999999,1,1,0,False,none,20520,16,M628
308.55,14,0,0,0,2,3085.5,1,1,0,False,none,20521,1,M262
77.28,14,0,0,6,3,772.8,1,1,0,False,none,20522,12,M362
67.99,14,0,0,7,3,679.8999999999999,1,1,0,False,none,20523,12,M898
38.36,14,0,0,8,1,383.59999999999997,1,1,0,False,none,20524,25,M563
462.45,14,0,0,0,3,4624.5,1,1,0,False,none,20525,2,M672
71.53,14,0,0,2,4,715.3,1,1,0,False,none,20526,13,M666
270.18,14,0,0,0,3,2701.7999999999997,1,1,0,False,none,20527,17,M108
164.22,14,0,0,3,5,1642.1999999999998,1,1,0,False,none,20528,14,M665
107.22,14,0,0,2,1,1072.1999999999998,1,1,0,False,none,20529,25,M504
163.63,14,0,0,4,2,1636.3,1,2,0,False,none,20530,6,M326
14.58,14,0,0,7,4,145.79999999999998,1,1,0,False,none,20531,8,M962
19.23,14,0,0,4,2,192.29999999999998,1,2,0,False,none,20532,11,M799
22.39,14,0,0,2,4,223.9,1,1,0,False,none,20533,8,M348
287.68,14,0,0,4,2,2876.7999999999997,1,1,0,False,none,20534,1,M680
263.45,14,0,0,5,3,2634.4999999999995,1,1,0,False,none,20535,7,M383
27.62,14,0,0,7,5,276.2,1,1,0,False,none,20536,24,M400
211.6,14,0,0,5,5,2116.0,1,1,0,False,none,20537,9,M415
44.72,14,0,0,2,4,447.2,1,1,0,False,none,20538,3,M827
379.65,14,0,0,3,1,3796.4999999999995,1,1,0,False,none,20539,20,M377
81.88,14,0,0,3,1,818.8,1,1,0,False,none,20540,25,M836
32.37,14,0,0,9,4,323.69999999999993,1,1,0,False,none,20541,3,M341
121.1,14,0,0,7,2,1210.9999999999998,1,1,0,False,none,20542,6,M982
35.07,14,0,0,6,4,350.7,1,2,0,False,none,20543,3,M609
5.0,14,0,0,5,1,50.0,1,2,0,False,none,20544,20,M111
18.27,14,0,0,4,5,182.7,1,3,0,False,none,20545,4,M107
50.9,14,0,0,8,4,508.99999999999994,1,1,0,False,none,20546,13,M779
1547.4,14,0,0,8,5,15474.0,1,1,0,False,none,20547,19,M459
282.21,14,0,0,1,3,2822.0999999999995,1,1,0,False,none,20548,7,M455
610.95,14,0,0,7,3,6109.5,1,1,0,False,none,20549,2,M928
4.17,14,0,0,0,4,41.699999999999996,1,1,0,False,none,20550,18,M125
158.34,14,0,0,6,3,1583.3999999999999,1,2,0,False,none,20551,17,M603
453.68,14,0,0,0,3,4536.8,1,1,0,False,none,20552,2,M790
116.19,14,0,0,5,1,1161.8999999999999,1,1,0,False,none,20553,15,M596
38.47,14,0,0,0,4,384.7,1,1,0,False,none,20554,3,M144
611.5,14,0,0,0,3,6115.0,1,2,0,False,none,20555,22,M729
23.46,14,0,0,5,5,234.6,1,1,0,False,none,20556,4,M689
3.59,14,0,0,8,4,35.9,1,2,0,False,none,20557,18,M470
134.76,14,0,0,8,2,1347.6,1,1,0,False,none,20558,6,M891
102.18,14,0,0,7,1,1021.8000000000001,1,1,0,False,none,20559,25,M268
378.57,14,0,0,5,1,3785.7,1,1,0,False,none,20560,20,M466
296.31,14,0,0,0,2,2963.1,1,1,0,False,none,20561,21,M237
60.99,14,0,0,5,5,609.9,1,1,0,False,none,20562,4,M986
494.38,14,0,0,0,3,4943.799999999999,1,1,0,False,none,20563,22,M671
11.57,14,0,0,7,4,115.7,1,1,0,False,none,20564,8,M740
145.97,14,0,0,4,1,1459.6999999999998,1,3,0,False,none,20565,25,M107
43.58,14,0,0,5,5,435.79999999999995,1,1,0,False,none,20566,24,M920
37.02,14,0,0,8,4,370.2,1,1,0,False,none,20567,3,M880
111.12,14,0,0,5,3,1111.2,1,1,0,False,none,20568,12,M518
16.33,14,0,0,8,4,163.29999999999998,1,1,0,False,none,20569,8,M224
19.94,14,0,0,9,2,199.4,1,1,0,False,none,20570,11,M265
49.74,14,0,0,4,2,497.4,1,2,0,False,none,20571,16,M350
77.15,14,0,0,9,3,771.5,1,1,0,False,none,20572,12,M151
15.59,14,0,0,7,4,155.89999999999998,1,1,0,False,none,20573,8,M400
101.11,14,0,0,4,3,1011.0999999999999,1,1,0,False,none,20574,17,M451
52.73,14,0,0,4,2,527.3,1,1,0,False,none,20575,16,M793
126.31,14,0,0,5,5,1263.1,1,2,0,False,none,20576,9,M192
23.84,14,0,0,0,5,238.39999999999998,1,1,0,False,none,20577,4,M641
7.06,14,0,0,7,4,70.6,1,2,0,False,none,20578,8,M226
7.5,14,0,0,6,4,75.0,1,2,0,False,none,20579,18,M686
13.56,14,0,0,4,4,135.6,1,1,0,False,none,20580,3,M975
153.34,14,0,0,0,1,1533.3999999999999,1,1,0,False,none,20581,10,M634
415.72,14,0,0,4,5,4157.2,1,1,0,False,none,20582,24,M650
1310.19,14,0,0,2,5,13101.9,1,1,0,False,none,20583,19,M611
506.73,14,0,0,0,3,5067.3,1,1,0,False,none,20584,22,M879
31.91,14,0,0,2,2,319.09999999999997,1,1,0,False,none,20585,11,M303
31.57,14,0,0,6,4,315.7,1,1,0,False,none,20586,3,M278
31.0,14,0,0,3,2,310.0,1,1,0,False,none,20587,11,M461
353.9,14,0,0,2,1,3538.9999999999995,1,1,0,True,category_switch,20588,15,M968
242.19,14,0,0,7,2,2421.8999999999996,1,1,0,False,none,20589,21,M587
245.51,14,0,0,0,2,2455.1,1,1,0,False,none,20590,1,M640
41.38,14,0,0,9,5,413.8,1,2,0,False,none,20591,24,M663
480.77,14,0,0,1,3,4807.7,1,2,0,False,none,20592,22,M433
123.75,14,0,0,5,2,1237.5,1,1,0,False,none,20593,6,M313
50.29,14,0,0,3,2,502.9,1,1,0,False,none,20594,16,M138
245.53,14,0,0,5,3,2455.2999999999997,1,1,0,False,none,20595,17,M176
599.08,14,0,0,4,3,5990.8,1,1,0,False,none,20596,2,M256
49.15,14,0,0,7,4,491.49999999999994,1,1,0,False,none,20597,3,M935
277.55,14,0,0,2,1,2775.5,1,2,0,False,none,20598,20,M584
593.29,14,0,0,6,3,5932.9,1,1,0,False,none,20599,22,M173
87.69,14,0,0,6,5,876.9,1,1,0,False,none,20600,14,M362
128.38,14,0,0,2,1,1283.8,1,1,0,False,none,20601,25,M393
372.47,14,0,0,8,2,3724.7000000000003,1,1,0,False,none,20602,21,M449
66.71,14,0,0,5,3,667.0999999999999,1,1,0,False,none,20603,12,M372
298.69,14,0,0,5,2,2986.8999999999996,1,1,0,False,none,20604,1,M482
99.15,14,0,0,2,1,991.5,1,1,0,False,none,20605,15,M393
579.2,14,0,0,5,3,5792.0,1,1,0,False,none,20606,22,M850
1029.74,14,0,0,9,5,10297.4,1,2,0,False,none,20607,19,M329
289.56,14,0,0,6,5,2895.6,1,1,0,True,location_jump,20608,14,M940
182.36,14,0,0,2,1,1823.6000000000001,1,1,0,False,none,20609,10,M643
398.76,14,0,0,4,2,3987.6,1,1,0,False,none,20610,21,M744
286.27,14,0,0,3,2,2862.7,1,1,0,False,none,20611,21,M255
362.6,14,0,0,3,2,3626.0,1,1,0,False,none,20612,1,M342
855.1,14,0,0,9,5,8551.0,1,1,0,False,none,20613,19,M655
17.01,14,0,0,5,2,170.1,1,1,0,False,none,20614,11,M209
37.13,14,0,0,0,4,371.3,1,1,0,False,none,20615,23,M161
592.93,14,0,0,8,3,5929.299999999999,1,1,0,False,none,20616,22,M127
6.97,14,0,0,7,4,69.69999999999999,1,1,0,False,none,20617,18,M616
517.48,14,0,0,6,5,5174.8,1,2,0,False,none,20618,4,M840
49.64,14,0,0,6,2,496.4,1,1,0,False,none,20619,16,M173
492.71,14,0,0,6,1,4927.099999999999,1,1,0,False,none,20620,20,M998
146.45,14,0,0,6,5,1464.4999999999998,1,1,0,False,none,20621,9,M527
93.28,14,0,0,0,5,932.8,1,1,0,False,none,20622,14,M130
216.22,14,0,0,0,1,2162.2,1,1,0,False,none,20623,10,M403
312.19,14,0,0,0,3,3121.8999999999996,1,1,0,False,none,20624,7,M906
40.0,14,0,0,0,2,400.0,1,1,1,False,none,20625,11,M927
44.53,14,0,0,9,1,445.3,1,1,0,False,none,20626,5,M655
39.05,14,0,0,6,4,390.49999999999994,1,2,0,False,none,20627,3,M840
40.97,14,0,0,5,5,409.7,1,1,0,False,none,20628,9,M466
5.79,14,0,0,9,4,57.9,1,1,0,False,none,20629,8,M293
128.94,14,0,0,8,2,1289.3999999999999,1,1,0,False,none,20630,6,M984
88.08,14,0,0,9,4,880.8,1,2,0,False,none,20631,13,M257
21.69,14,0,0,9,2,216.9,1,2,0,False,none,20632,11,M374
1207.02,14,0,0,3,5,12070.199999999999,1,1,0,False,none,20633,19,M310
78.28,14,0,0,1,1,782.8,1,1,0,False,none,20634,25,M892
19.08,14,0,0,0,4,190.79999999999998,1,1,0,False,none,20635,23,M403
126.52,14,0,0,4,5,1265.1999999999998,1,1,0,False,none,20636,14,M530
21.38,14,0,0,2,4,213.79999999999998,1,1,0,False,none,20637,23,M185
613.64,14,0,0,5,3,6136.4,1,2,0,False,none,20638,2,M111
309.73,14,0,0,7,2,3097.3,1,1,0,False,none,20639,21,M898
92.2,14,0,0,6,1,922.0,1,1,0,False,none,20640,25,M952
80.94,14,0,0,5,3,809.4,1,1,0,False,none,20641,12,M466
314.1,14,0,0,9,2,3141.0,1,1,0,False,none,20642,21,M293
29.35,14,0,0,9,5,293.5,1,1,0,False,none,20643,4,M341
49.16,14,0,0,3,5,491.59999999999997,1,2,0,False,none,20644,24,M411
28.36,14,0,0,6,4,283.59999999999997,1,2,0,False,none,20645,23,M775
23.45,14,0,0,0,5,234.49999999999997,1,1,0,False,none,20646,24,M809
96.17,14,0,0,4,1,961.6999999999999,1,1,0,False,none,20647,25,M618
377.27,14,0,0,4,3,3772.7,1,1,0,False,none,20648,7,M143
3.31,14,0,0,5,4,33.1,1,1,0,False,none,20649,18,M599
42.76,14,0,0,8,1,427.59999999999997,1,1,0,False,none,20650,5,M837
26.71,14,0,0,0,5,267.09999999999997,1,2,0,False,none,20651,24,M118
121.01,14,0,0,5,2,1210.1,1,1,0,False,none,20652,6,M749
109.63,14,0,0,4,2,1096.3,1,3,0,False,none,20653,6,M739
192.09,14,0,0,6,2,1920.8999999999999,1,1,0,False,none,20654,6,M956
238.23,14,0,0,9,2,2382.2999999999997,1,2,0,False,none,20655,1,M374
245.88,14,0,0,1,2,2458.7999999999997,1,1,0,False,none,20656,21,M453
250.0,14,0,0,4,5,2500.0,1,1,1,False,none,20657,9,M716
177.88,14,0,0,8,1,1778.8,1,2,0,False,none,20658,10,M361
300.0,14,0,0,9,3,3000.0,1,1,1,False,none,20659,17,M897
333.14,14,0,0,0,2,3331.3999999999996,1,1,0,False,none,20660,1,M410
22.13,14,0,0,3,4,221.29999999999998,1,1,0,False,none,20661,23,M782
7.4,14,0,0,1,4,74.0,1,1,0,False,none,20662,18,M649
117.23,14,0,0,8,1,1172.3,1,1,0,False,none,20663,5,M891
13.99,14,0,0,5,4,139.9,1,1,0,False,none,20664,8,M116
1529.3,14,0,0,3,5,15292.999999999998,1,1,0,False,none,20665,19,M846
8.18,14,0,0,7,4,81.8,1,1,0,False,none,20666,18,M538
72.15,14,0,0,4,1,721.5,1,3,0,False,none,20667,25,M541
20.01,14,0,0,7,4,200.1,1,1,0,False,none,20668,3,M331
32.08,14,0,0,1,5,320.79999999999995,1,1,0,False,none,20669,24,M619
1.0,14,0,0,7,4,10.0,1,1,0,False,none,20670,18,M370
91.54,14,0,0,6,1,915.4,1,1,0,False,none,20671,5,M814
48.29,14,0,0,5,2,482.9,1,1,0,False,none,20672,16,M830
35.02,14,0,0,7,2,350.2,1,1,0,False,none,20673,11,M676
8.81,14,0,0,2,4,88.1,1,1,0,False,none,20674,18,M585
256.62,14,0,0,7,1,2566.2,1,1,0,True,category_switch,20675,15,M935
35.41,14,0,0,6,4,354.09999999999997,1,1,0,False,none,20676,3,M362
39.32,14,0,0,1,2,393.2,1,1,0,False,none,20677,11,M543
44.1,14,0,0,7,5,441.0,1,1,0,False,none,20678,24,M935
17.04,14,0,0,8,4,170.39999999999998,1,1,0,False,none,20679,8,M743
256.93,14,0,0,1,2,2569.2999999999997,1,1,0,False,none,20680,1,M638
121.77,14,0,0,2,1,1217.6999999999998,1,1,0,False,none,20681,25,M548
27.63,14,0,0,3,4,276.29999999999995,1,1,0,False,none,20682,23,M617
22.69,14,0,0,2,2,226.9,1,1,0,False,none,20683,11,M597
8.44,14,0,0,8,4,84.39999999999999,1,1,0,False,none,20684,3,M735
22.51,14,0,0,0,4,225.1,1,1,0,False,none,20685,23,M751
92.39,14,0,0,4,1,923.9,1,3,0,False,none,20686,25,M958
280.49,14,0,0,7,2,2804.9,1,1,0,False,none,20687,21,M947
59.2,14,0,0,2,3,592.0,1,1,0,False,none,20688,12,M181
29.75,14,0,0,4,5,297.5,1,1,0,False,none,20689,4,M608
235.63,14,0,0,1,3,2356.2999999999997,1,3,0,False,none,20690,7,M186
193.5,14,0,0,8,3,1935.0,1,1,0,False,none,20691,17,M224
12.52,14,0,0,8,4,125.19999999999999,1,1,0,False,none,20692,23,M174
26.05,14,0,0,6,4,260.5,1,1,0,False,none,20693,23,M421
55.0,14,0,0,4,2,550.0,1,2,0,False,none,20694,16,M276
44.07,14,0,0,3,5,440.7,1,2,0,False,none,20695,4,M900
17.16,14,0,0,7,5,171.6,1,1,0,False,none,20696,4,M109
75.96,14,0,0,4,1,759.5999999999999,1,2,0,False,none,20697,25,M205
201.62,14,0,0,0,1,2016.2,1,1,0,False,none,20698,10,M419
107.27,14,0,0,3,1,1072.6999999999998,1,1,0,False,none,20699,5,M856
4.52,14,0,0,6,4,45.199999999999996,1,2,0,False,none,20700,18,M414
3.45,14,0,0,3,4,34.5,1,1,0,False,none,20701,18,M377
84.97,14,0,0,8,5,849.6999999999999,1,1,0,False,none,20702,14,M653
334.68,14,0,0,2,3,3346.7999999999997,1,1,0,False,none,20703,7,M839
198.39,14,0,0,8,1,1983.8999999999999,1,1,0,False,none,20704,10,M687
41.9,14,0,0,6,5,418.99999999999994,1,1,0,False,none,20705,4,M770
6.63,14,0,0,9,4,66.3,1,2,0,False,none,20706,18,M704
485.73,14,0,0,6,5,4857.3,1,1,0,False,none,20707,24,M513
250.34,14,0,0,9,2,2503.4,1,2,0,False,none,20708,21,M646
44.12,14,0,0,8,5,441.19999999999993,1,2,0,False,none,20709,24,M470
153.76,14,0,0,2,3,1537.6,1,1,0,False,none,20710,17,M855
304.45,14,0,0,7,2,3044.4999999999995,1,1,0,False,none,20711,1,M555
387.86,14,0,0,7,3,3878.6,1,2,0,False,none,20712,22,M674
37.99,14,0,0,6,5,379.9,1,1,0,False,none,20713,4,M395
100.0,14,0,0,5,4,1000.0,1,1,1,False,none,20714,13,M818
131.51,14,0,0,4,3,1315.1,1,1,0,False,none,20715,17,M579
378.73,14,0,0,5,2,3787.3,1,2,0,False,none,20716,1,M167
126.97,14,0,0,7,2,1269.6999999999998,1,1,0,False,none,20717,6,M560
536.4,14,0,0,0,5,5363.999999999999,1,1,0,False,none,20718,4,M403
589.8,14,0,0,9,3,5897.999999999999,1,1,0,False,none,20719,22,M713
87.8,14,0,0,8,3,877.9999999999999,1,2,0,False,none,20720,12,M859
974.89,14,0,0,8,5,9748.9,1,1,0,False,none,20721,19,M781
1795.63,14,0,0,4,5,17956.3,1,1,0,False,none,20722,19,M780
72.59,14,0,0,1,1,725.9,1,3,0,False,none,20723,25,M960
96.24,14,0,0,2,2,962.3999999999999,1,2,0,False,none,20724,6,M705
90.8,14,0,0,7,1,907.9999999999999,1,1,0,False,none,20725,5,M569
523.19,14,0,0,4,3,5231.900000000001,1,1,0,False,none,20726,2,M451
1108.68,14,0,0,0,5,11086.8,1,1,0,False,none,20727,19,M259
723.82,14,0,0,6,3,7238.2,1,1,0,False,none,20728,2,M944
5.95,14,0,0,9,4,59.5,1,1,0,False,none,20729,18,M382
59.99,14,0,0,4,1,599.9,1,2,0,False,none,20730,15,M276
1693.05,14,0,0,7,5,16930.5,1,1,0,False,none,20731,19,M473
57.92,14,0,0,0,4,579.1999999999999,1,1,0,False,none,20732,13,M180
107.26,14,0,0,6,1,1072.6,1,2,0,False,none,20733,25,M686
47.46,14,0,0,9,5,474.59999999999997,1,1,0,False,none,20734,24,M884
288.05,14,0,0,7,2,2880.5,1,1,0,False,none,20735,1,M725
34.97,14,0,0,9,4,349.7,1,2,0,False,none,20736,23,M329
1202.8,14,0,0,5,5,12027.999999999998,1,1,0,False,none,20737,19,M593
83.96,14,0,0,3,5,839.5999999999999,1,1,0,False,none,20738,14,M285
185.33,14,0,0,5,1,1853.3,1,2,0,False,none,20739,10,M359
365.14,14,0,0,5,2,3651.3999999999996,1,1,0,False,none,20740,1,M771
109.67,14,0,0,2,1,1096.7,1,1,0,False,none,20741,5,M522
227.33,14,0,0,9,3,2273.3,1,2,0,False,none,20742,7,M954
52.34,14,0,0,1,2,523.4,1,1,0,False,none,20743,16,M498
74.57,14,0,0,9,5,745.6999999999999,1,1,0,False,none,20744,14,M965
45.25,14,0,0,3,5,452.5,1,1,0,False,none,20745,14,M138
5.0,14,0,0,8,5,50.0,1,1,0,False,none,20746,24,M803
75.65,14,0,0,9,1,756.5,1,1,0,False,none,20747,25,M266
144.58,14,0,0,2,2,1445.8,1,1,0,False,none,20748,6,M905
183.94,14,0,0,5,1,1839.3999999999999,1,1,0,False,none,20749,20,M567
23.45,14,0,0,9,4,234.49999999999997,1,1,0,False,none,20750,23,M230
250.0,14,0,0,3,5,2500.0,1,2,1,False,none,20751,9,M719
17.46,14,0,0,3,4,174.6,1,1,0,False,none,20752,8,M554
255.79,14,0,0,9,2,2557.8999999999996,1,1,0,False,none,20753,21,M306
91.09,14,0,0,7,1,910.9,1,1,0,False,none,20754,25,M204
1703.51,14,0,0,0,5,17035.1,1,1,0,False,none,20755,19,M335
586.03,14,0,0,5,3,5860.299999999999,1,2,0,False,none,20756,22,M658
52.85,14,0,0,5,5,528.5,1,1,0,False,none,20757,4,M852
309.72,14,0,0,1,1,3097.2000000000003,1,1,0,False,none,20758,20,M236
79.49,14,0,0,6,1,794.8999999999999,1,1,0,False,none,20759,15,M549
325.08,14,0,0,8,1,3250.7999999999997,1,1,0,False,none,20760,20,M371
83.33,14,0,0,7,3,833.3,1,2,0,False,none,20761,12,M674
101.8,14,0,0,6,1,1017.9999999999999,1,1,0,False,none,20762,5,M814
63.57,14,0,0,9,5,635.6999999999999,1,1,0,False,none,20763,9,M571
1022.82,14,0,0,7,5,10228.2,1,2,0,False,none,20764,19,M226
183.36,14,0,0,7,1,1833.6000000000001,1,2,0,False,none,20765,10,M263
144.04,14,0,0,0,3,1440.3999999999999,1,1,0,False,none,20766,17,M259
182.72,14,0,0,8,1,1827.1999999999998,1,1,0,False,none,20767,20,M319
1269.1,14,0,0,7,5,12690.999999999998,1,1,0,False,none,20768,19,M396
232.94,14,0,0,9,1,2329.3999999999996,1,1,0,False,none,20769,20,M213
45.0,14,0,0,7,2,450.0,1,1,0,False,none,20770,16,M972
257.15,14,0,0,8,3,2571.4999999999995,1,1,0,False,none,20771,22,M964
80.62,14,0,0,0,1,806.2,1,1,0,False,none,20772,15,M284
12.45,14,0,0,5,4,124.49999999999999,1,1,0,False,none,20773,8,M831
12.69,14,0,0,4,2,126.89999999999999,1,1,0,False,none,20774,11,M931
